Anonymized Message,Valence1,Valence2,Arousal1,Arousal2
"GET SMART\ one hell of a movie....must watch....\""""",6,6,3,4
onli9 on fb fter many dayzzzzzzzz!!!!!,5,5,7,8
i got my hair cut....ahhh the big puff is GONE!!!!!!!!!!,5,5,8,9
I want ice cream with pretzels for a topping. I am weird??,5,5,3,4
Making toast at 9:17pm,5,5,1,1
Did I mention im getting f%@#*n old???,4,4,4,5
had fun with <PERSON> and <PERSON> today! I will get ready to explore the SOUTH!! :P,6,7,6,6
sooo tired but can't seem to sleep- bugger,4,4,2,2
"okay, so i am am exhausted, got home form work at 3am and now am up 3 hrs later, im getting to old for this shit.  I feel like a old lady, but to look on the bright side..... I have NO KIDS TODAY.  thank god for grandma's that live 10 min away.  time to catch up on sleep and some 1on1 time with the hubby.:)",6,6,4,4
Love will always find a way!,7,8,6,5
merry christmas !,7,5,5,5
anyone know if miller's outlines are do tomorrow and when the other outline quiz is?,5,5,2,1
My STOOPID coffee pot died on me today... what a crappy way to start the week...!!,4,3,6,5
I love my CBR600RR,6,5,2,1
Is glad that it's nice outside today : ),7,6,3,2
"Heavy rain => leaks => call for a work order => they fix\ it => heavy rain => leaks?!? = I can't wait to move in two months...\""""",5,3,5,5
she gives me presents with her presence alone,6,8,2,1
"these last three days have been quite epic..... tommorow looks sweet as well. But first, I sleep.",6,7,2,3
"So two things... I haven't looked at my wall in a long time... so thanks everyone for the birthday wishes and all the kind words... it really means a lot to me.  :)  Second, today would have been my best friend's 32nd birthday.  She died almost 16 years ago- Rest in Peace Becca.  You are always in my heart.",7,2,2,3
being free is living your life fearless...,6,5,2,3
thinks his other facebook got hacked :(,4,4,2,2
watching truck racing w the bf. pretty cool if I do say so myself,6,6,2,1
"Well, at least ND won today. GO IRISH!!!",7,6,7,7
"Sometimes you need to be strong,and admit that you are weak.",6,5,2,1
quesadillas (is that even how you spell it),5,5,1,1
Just finished rereading entire Harry Potter series. Not entirely sure now what to do for the next week...,5,5,1,2
3 weeks from today we will be in our new house....yeah!! lots of work ahead of us!!!,6,6,6,6
so... i finally got a friggin facebook. woo-hoo.,5,4,1,3
A true friend laughs at your stories even when they're not so good,6,5,2,1
600 is filled with too many people that don't know gym etiquette.,4,4,2,1
a chowdhury.,5,5,1,1
"I heard em all talk, about how much they want me, but aint never had nobody put it on me. Keep doing what you doing cause it aint been done to me.",4,5,2,1
"NO ONE needs to be in contact with me this weekend cuz I will b on my xbox and gotta set up my two weeks vacation. Hopefully Vegas falls through, (I do need it)/ worked 6 day work weeks for the past 4 months str8---- peace!!!!",5,5,5,6
"Ah, don't like me CDS. Why oh why no BFA? Why must be afternoon? :(",4,4,3,2
just got done watching fireworks,5,5,1,1
Graduating on Friday!  Call me if you can make it out!,6,6,6,5
"thanks ******_!!! ,]",4,6,7,6
The fish in the water is silent,5,5,2,1
Mountain Biking: my personal version of Hell. God must have been in an ironic mood when I was born.,3,4,2,2
the new layout sucks i hate it i think i am going to get rid of it if they keep changing it,4,3,3,3
TGIF!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,6,7,9,9
Have you ever danced with the devil in the pale moonlight???,5,5,3,4
"got so much to do tomorrow gotta get check, doctors, and homework. busy busy busy lol",5,5,3,1
It's nice to have full unlimited internet access again.,5,6,2,1
Sitting here with my husband... sadly thats all i ever do anymore lol,5,4,3,2
HOLIDAYS XD XD,6,6,5,6
To God be the glory.,5,5,2,1
"Hello sweetheart!! Promise to God I didn't, didn't even realize that you called! Whats up bro?",5,6,6,5
Dude! Really? Cancelled again. Grrr...,4,4,6,5
Have you ever looked at a picture and had it bring you to tears b/c for an instant you think you see it in thier eyes too and if only....,5,2,2,3
what can I get for free?,5,5,2,1
"chelsea winning 8-0 n winning league!! not nxt year, mon utd!!!",5,6,7,6
has got his car back!! :),6,7,6,5
..is at home stayin warm n cozy..btw sims 3 is addictive..,5,7,1,3
still at jorg and stacey's enjoying chillin with the family!,6,6,6,5
shit quit,4,4,3,2
studying colonialism emily lost yiying's letter-.- yiying look at this,5,5,2,3
God is real and so is his love!!!,6,7,7,6
wow im behind on facebook.  lol how sad is that?,5,4,3,1
Not much left here for me!,4,2,6,5
"Do you bury me when I'm gone?	Do you teach me while I'm here?	Just as soon as I belong, then it's time I disappear...............",4,5,2,3
"My tummy keeps hurting ,___, !!",4,4,6,5
made amazing home made calzones mmmmmmm......its nice loving to cook!,6,7,5,5
"Origin of the leap year, just an FYI for those interested...",5,5,2,2
Taxes are done!!  :),6,6,6,5
~Without firiends life is not worth living~,5,5,2,1
"BROTHER/SISTER WEEK!!!!!! Everyone change your profile pic to a picture of you with your brother or sister or both! Picture can be from when you were young or a current one! Copy and paste this, and lets see how many people love their siblings!!!!",5,5,6,7
"Olly looks like a THUNDER tonight, that's why Simon is so called an entertainment genius!",5,5,5,5
excited to see my family .....,6,6,1,3
Back from Vegas...,5,5,1,2
Thinks some people need to be told that being a bitch should be a hobby not a career!,5,4,5,5
is making stickers!!!,6,5,6,5
i hav an evaluation of this quarter in about an hour. wish me luck =],6,6,3,2
happy birthday to me,6,5,2,1
"3 weeks and over 100 pages of literature on the condition of our school systems read. Just wow! Our public school systems need help. I mean I knew they needed help. I just never realized how much research there is backing up what I already believed.  @<PERSON>, you have my sympathies-- I'm conducting an interview of <PERSON> (CCSD CoStaff, Office of Superintendant) Friday.. wish me luck",5,3,2,4
Hi!Mzantsi plz give me sex tips!,5,5,5,5
I saw this guy acting like his SWAG was on full attack when he was just FUBU (FAT UGLY BLACK & UNCOMFORTABLE) DWL! Rite Chenees Beckford? LMAO!,4,4,6,7
"Leaving for Milwaukee in a month, wish me luck. It's a fresh start, which is everything I've ever wanted.",6,8,4,1
Horseshoe N Bricks r done plz send other things.,5,5,2,1
so so bored would love 2 go out,5,4,1,3
Citer Fair sold kings island to Apollo management!!!!!!!!!!!!!!,5,5,8,8
French blows..... specially french quizzes.,4,4,3,3
Of to go be Grown!! I will own Thailand after tonight,5,6,6,5
ha .....................?,5,5,2,4
"after one week at guitars, im now the top bar top bar back, not too shaby",6,5,2,1
Friendship is like peeing in your pants: Everyone can see it but only you can feel its warmth.,6,5,2,1
I have to hold on to the big picture.,6,5,2,1
:(.......2/9/11......hopper...8 by 8=Gratitude beyond words.,4,4,2,3
Thanks to all that wished me a Happy Birthday!  Much appreciated!!,7,7,6,5
j10oreo = my xboxlive gamertag. see you on the frontlines,5,5,1,1
says: There are black bears EVERYWHERE! Please hike in groups! I was hiking alone and came face to face with a huge bear. Tip: Do Not Run from or Yell at a Bear: They WILL Come After You. Walk away slowly.,5,4,5,5
"just finish reading the young warriors by V.S. Reid book i should have read from seventh grade <PERSON> you must be proud of me ,)",6,6,2,2
"He stepped down, trying not to look long at her, as if she were the sun, yet he saw her, like the sun, even without looking.",5,5,1,2
started school tuesday and got hit with the frankenstien virus im so freakin sick now things i need to do and i have a test tomorrow how am i gonna study when i cant evn breathe,3,3,2,3
well we survived the trail clinic sprit did sooo good i was very proud of her i am glad she does not spook easy she doesnt mind the flags the sacks dragging anyone who rides know just what i am talking about payton and forest did good too!!!! the trails where kinda blah not real extreme but fun!!!,7,7,6,6
"The bad news is the damage to your eye has caused it to become incredibly photosensitive, so you'll need to wear this eyepatch. Good news is you'll look fucking awesome!",5,5,5,5
ok so im selling some ipod touch(s) 1gen (16g) and 3rd gen (32g) i have all the goodies that come with them and the original boxes both in really good condition but i have no need for them shoot me a bid :),5,6,2,1
Wants to know why Facebook wants to know whats on my mind??? hm-mm Facebook are you worried about me !         :P,4,6,5,5
"BEFORE THE END OF 2009, YOU AND I SHOULD __________________! SEND ME YOUR ANSWER (BE HONEST, DOESN'T MATTER WHAT IT IS)",5,5,4,7
"The optimist proclaims that we live in the best of all possible worlds, the pessimist fears this is true.",5,5,2,1
"Profile picture I took at The Dark Side of the Moon concert, soon I'll have some from The Wall, 17 days!",6,5,5,5
just measured my weight i put on 8 kilos in the last month xD getting fater... have to start exercising :P,4,5,2,3
thank you guys for the B day wishes,6,5,2,1
Putting one foot in front of the other...more like dragging one foot in front of the other.,4,3,2,3
"When you become detached mentally from yourself and  concentrate on     helping other people with their difficulties, you will be able to  cope with your own more     effectively. Somehow, the act of self-giving is a personal  power-releasing factor. (the pisces man )",6,7,1,1
1 year older and got thrown into the pool...haha...THX 4 the birthday wishes and THANKZ so much 4 the surprise i had on my birthday!!! I enjoyed it a lot ^_^,7,7,6,5
"If you and I woke up in jail together...using only FOUR words...what would you say to me? Copy and paste this in your status and see what funny (and interesting) things your friends say. (And if you make a comment, you gotta put this in your status. Fair is fair)",5,5,2,3
You are my first romance..............,6,6,1,3
need *sleep*,4,4,1,2
"u no u want me , u no i dnt want ya :]",5,5,2,2
"new locks, new keys, new lashes, night off, i think its time to go out and have a little fun :-)",6,7,2,2
Pfft. like i dont got none. How drunk do u have to be b4 u lose your shoe in your own house.,4,4,2,3
"Have I found you....Flightless bird, grounded, bleeding or lost you, american mouth...",5,5,1,3
going to school -.-,4,4,1,2
thanks for all the b-day wishes!,6,6,5,5
hey Peeps (SSP),5,5,2,1
"Wat to do, Wat to do.......",5,5,1,2
just received his favorite email of each semester,6,5,1,1
poo,4,5,1,1
"You poor sweet innocent thing, dry your eyes and testify. You know you live to break me. Don't deny. Sweet Sacrifice..*",4,5,2,1
i have 4 tickets to the lancer hockey game on sat,5,5,1,1
Happy birthday to both <PERSON> and <PERSON>! Two tremendously wonderful musicians who indeed deserve the celebration.,7,6,6,5
"tyty! I wish ya all da best, have a fab day and night! xD cheerio!",7,7,6,5
"congratulations to all the pc grad , if have joined your faternity as of 10:33 am.",7,5,2,1
When one door closes,5,5,1,1
Missing Sarah from Tuesday,4,4,1,1
"I've been job hunting for a much better job than what I have now for months and it is so frustrating all of the responses I keep on getting are We are sorry there are no openings at this time\ I keep on praying that I get something soon.\""""",5,3,2,1
feels like tearin someone's ass up,5,3,2,3
"Ok, had to change this by request.  Good morning facebook.  I hope your last few days have been just as good as mine have been.  Get out there and make it happen.  :)",7,8,3,2
It's been a long day but well worth it I must say!,6,6,5,5
"So I  just took all of my son's toys and his tv out of his room.... for the hundredth time! Once again, he's left with nothing but his bed and dresser. He's so bad all the time, will he never learn how to behave?!",4,3,7,6
"Forever: Alma, our alma mater. The home of Mountaineers. Sing we of thy honor, everlasting through the years. Alma, our alma mater. We pledge in song to you...HAIL, all hail our alma mater, West Virginia U.",6,5,3,3
just finished catching up on 4 1/2 seasons of how i met your mother and it was legen--wait for it--DARY!,6,5,6,5
"Room for improvement: If there is anything you dislike or unhappy about me or if it is something you think that I lack in my character, please feel free to tell me about it. I would appreciate it if you comment about my negative sides and I will definitely do my best to change and improve der. :)  T.T",7,6,3,1
"There comes a point in your life when you realize:        Who matters,        Who never did,        Who won't anymore...        And who always will.        ...So, don't worry about people from your past, there's a reason why they didn't make it to your future",7,5,2,3
Running errands! oh the joy!!,4,4,6,6
"I received an email from Walmart informing me that they miss me.  Thanks Walmart.  I don't miss you back, but I appreciate the sentiment.",5,5,2,1
"wipe your intellect at the door, bring in your warm imagination leave me a slice or more, be more than an apparation",5,5,2,1
MD Psychiatry......   yipppeee!!!!!!,6,7,6,7
Got sick of using limewire anyone know a good site or program to download muxic with o_0,5,5,2,3
